id,container_id,port_name,city,state,unlocode,facility,latitude,longitude
2695,NYKU4881189,"LOS ANGELES, CA,UNITED STATES",Los Angeles,United States,,,34.0522342,34.0522342
2705,BEAU5423126,"LOS ANGELES, CA,UNITED STATES",Los Angeles,United States,,,34.0522342,34.0522342
2714,CCLU7884667,Los Angeles,Los Angeles,United States,,,34.0522342,34.0522342
2717,CCLU7672971,Los Angeles,Los Angeles,United States,,,34.0522342,34.0522342
2719,KKFU7891195,"NEW YORK, NY,UNITED STATES",New York,United States,,,40.7,40.7
2728,CBHU9418020,Los Angeles,Los Angeles,United States,,,34.0522342,34.0522342
2730,FSCU8336264,LONG BEACH,Long Beach,United States,,,33.766666666666666,33.766666666666666
2738,MEDU7272868,LONG BEACH,Long Beach,United States,,,33.766666666666666,33.766666666666666
2747,BEAU5923306,LONG BEACH,Long Beach,United States,,,33.766666666666666,33.766666666666666
2754,MEDU7674701,LONG BEACH,Long Beach,United States,,,33.766666666666666,33.766666666666666
2762,INKU6723523,LONG BEACH,Long Beach,United States,,,33.766666666666666,33.766666666666666
2768,BEAU5462400,"LONG BEACH, CA,UNITED STATES",Long Beach,United States,,,33.766666666666666,33.766666666666666
2777,TCLU3662523,"LONG BEACH, CA,UNITED STATES",Long Beach,United States,,,33.766666666666666,33.766666666666666
