id,container_id,shipping_company,vizion_reference_id,vision_organization_id,bill_of_lading,latest_status,created_at,updated_at,finished_journey,uploaded
198,TCNU1687160,OOLU,9a7faeab-5afb-433a-9cdb-d922a8da5404,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,OOLU2673973500,,2021-07-31 21:00:04.895036,2021-07-31 21:33:55.446898,f,f
200,TCNU8326529,HLCU,9c118e8f-cb7c-44d3-aee0-d5f4f14d009a,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,HLCUDA1210702018,,2021-07-31 21:00:05.056278,2021-07-31 21:34:02.021697,f,f
201,HAMU1269494,HLCU,cab14a5b-885a-4635-8137-e576ebea2002,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,HLCUDA1210702007,,2021-07-31 21:00:05.112801,2021-07-31 21:34:05.54254,f,f
36,TEMU6634733,EGLV,6537e86a-56b3-422a-9f88-b8c7ce31cb06,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,EGLV235101200809,,2021-07-30 01:23:07.051637,2021-08-02 22:53:59.12524,f,f
41,EITU1425554,EGLV,ab250383-47cf-4679-8fbf-e07ed52e4bfa,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,EGLV236100348363,,2021-07-30 01:23:07.288105,2021-08-02 22:54:02.688412,f,f
95,EGHU8249570,EGLV,6b9082a6-5c17-4150-8229-9196346b0bf5,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,EGLV236100304251,,2021-07-30 21:00:04.520426,2021-08-02 22:54:45.451446,t,t
65,FCIU7522769,EGLV,c0b38c7e-e40a-4093-936a-0831e6a92ef5,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,EGLV080100369233,,2021-07-30 21:00:04.135668,2021-08-02 22:54:09.78709,f,f
66,TCNU2120253,EGLV,613945d0-45bb-4fe7-819a-3094bcdd6d24,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,EGLV080100369233,,2021-07-30 21:00:04.144185,2021-08-02 22:54:13.524986,f,f
54,EMCU9717793,EGLV,01297c03-abfc-4a11-aece-4958f0e23837,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,EGLV236100245769,,2021-07-30 21:00:03.999844,2021-08-02 22:54:06.285283,t,t
81,EGHU9675306,EGLV,66dc8ec3-6b54-4798-9564-7cf60ee30c53,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,EGLV080100312274,,2021-07-30 21:00:04.324445,2021-08-02 22:54:24.163236,f,f
82,EITU1299625,EGLV,c75728e8-9fd3-4c75-b3d7-b673fb7c6daf,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,EGLV080100312274,,2021-07-30 21:00:04.333039,2021-08-02 22:54:27.724135,f,f
84,BEAU4454210,EGLV,19dc8c06-852a-4b0f-ac43-336df5b64550,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,EGLV080100312282,,2021-07-30 21:00:04.377844,2021-08-02 22:54:31.203697,f,f
86,TEMU6408314,EGLV,8d15b1a6-e5b4-4b08-856e-c171f294bfe8,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,EGLV080100312282,,2021-07-30 21:00:04.39491,2021-08-02 22:54:34.726914,f,f
92,TGBU8038883,EGLV,d312c476-ced5-4315-912f-687c359bf3ff,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,EGLV235101455319,,2021-07-30 21:00:04.484653,2021-08-02 22:54:38.244494,f,f
93,EITU1287671,EGLV,fbe9301b-8b9f-449f-af73-366c36ffd218,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,EGLV236100304251,,2021-07-30 21:00:04.49747,2021-08-02 22:54:41.804675,f,f
110,CAAU5346910,EGLV,f86dd390-7ed0-45de-baa9-bb082c5b13ec,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,EGLV080100312037,,2021-07-30 21:00:04.732006,2021-08-02 22:54:49.006217,f,f
111,EGHU9828278,EGLV,c7ed0cdb-0d54-4731-b27e-5c17d9a15993,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,EGLV080100312037,,2021-07-30 21:00:04.740268,2021-08-02 22:54:52.543377,f,f
113,DRYU9425143,EGLV,52b2e106-8310-4ea9-bb56-6a55dd05989a,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,EGLV080100369004,,2021-07-30 21:00:04.757842,2021-08-02 22:54:56.145761,f,f
115,EGHU9055060,EGLV,3dd28af7-7d32-4ab8-8116-1589ad38d0b3,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,EGLV080100369063,,2021-07-30 21:00:04.775112,2021-08-02 22:54:59.607974,f,f
117,TCNU3671369,EGLV,ead24550-7529-46ce-99c3-bd91ddf77f1a,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,EGLV080100312029,,2021-07-30 21:00:04.793162,2021-08-02 22:55:03.108129,f,f
118,FCIU7513704,EGLV,6bed1a39-4f26-4972-9730-12307e9895de,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,EGLV080100312029,,2021-07-30 21:00:04.801676,2021-08-02 22:55:06.665225,f,f
120,TGBU6892471,EGLV,907d58b8-720a-4b0f-92a8-b888ab8a85d4,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,EGLV080100312011,,2021-07-30 21:00:04.81887,2021-08-02 22:55:10.04195,f,f
122,BMOU4470982,EGLV,83923752-5bfa-4624-ac7f-38a517ad55b3,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,EGLV080100312011,,2021-07-30 21:00:04.836014,2021-08-02 22:55:13.295967,f,f
124,TRHU4766879,EGLV,1333499f-da8e-4add-b82a-88214ff283b7,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,EGLV080100312002,,2021-07-30 21:00:04.854067,2021-08-02 22:55:16.531834,f,f
125,TRHU4937246,EGLV,9789409b-2cd1-4a11-b530-1217cf7f4ffa,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,EGLV080100312002,,2021-07-30 21:00:04.862817,2021-08-02 22:55:19.757253,f,f
131,TRHU5239384,EGLV,0161ccdc-fae8-4df2-af9d-e51314f6cabe,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,EGLV080100312291,,2021-07-30 21:00:04.933433,2021-08-02 22:55:22.973864,f,f
132,EGHU9689700,EGLV,891c08ff-1383-4bcc-a5ea-839815707bdd,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,EGLV080100312291,,2021-07-30 21:00:04.942308,2021-08-02 22:55:26.207103,f,f
170,EITU1034610,EGLV,1080bd17-5288-4161-a6ff-be2d664a6a78,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,EGLV080100444448,,2021-07-30 21:00:05.584818,2021-08-02 22:55:29.489607,f,f
312,TCNU4932430,ONEY,393ef45f-530e-4547-a71a-0fb4da2989b2,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,ONEYDAC4101995,,2021-08-11 21:00:04.498464,2021-08-11 21:30:06.878549,t,t
172,EITU9011078,EGLV,60af04fb-a719-4cef-a3b3-0a41cb52fa5f,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,EGLV080100444430,,2021-07-30 21:00:05.603476,2021-08-02 22:55:32.729024,f,f
231,EITU1516891,EGLV,0d49a65e-250a-456d-afb4-8b4534f46a5f,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,EGLV080100369063,,2021-08-04 21:00:04.834486,2021-08-04 22:30:03.060716,f,f
253,CBHU8964284,COSU,2e76b80a-9e09-4473-8b00-8adb779a160e,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,COSU6307465200,,2021-08-05 14:00:04.673967,2021-08-05 14:30:08.88293,f,f
254,TGBU8717333,COSU,23c21837-8d97-49ab-bea6-48efa13645e4,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,COSU6307049430,,2021-08-05 14:00:04.683616,2021-08-05 14:30:12.887119,f,f
255,CCLU7167331,COSU,ea6fa371-7028-43b0-8b45-069ac3012bfe,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,COSU6307881700,,2021-08-05 14:00:04.719152,2021-08-05 14:30:16.56606,f,f
257,OOLU8616474,COSU,db599084-6bb3-4835-a45e-8414268d25c2,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,COSU6307635570,,2021-08-05 14:00:04.968315,2021-08-05 14:30:24.164017,f,f
259,OOLU8302025,COSU,75ec5704-5c33-4b1e-b1ec-35f3c27e8297,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,COSU6306451410,,2021-08-05 14:00:05.027569,2021-08-05 14:30:30.713127,f,f
261,TRLU9734229,ONEY,25721df2-83df-435f-b91b-c3213de70071,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,ONEYDACB1679860,,2021-08-05 14:00:05.273711,2021-08-05 14:30:38.126477,f,f
264,BEAU6239197,COSU,8924b06c-7495-4656-8306-4d6b17a79764,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,COSU6306941840,,2021-08-05 14:00:05.299377,2021-08-05 14:31:00.262152,f,f
265,CSNU6247261,COSU,920697b8-d532-4c2b-938c-e72fb69a2d2f,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,COSU6306941840,,2021-08-05 14:00:05.307432,2021-08-05 14:31:04.090441,f,f
232,BEAU5456650,ONEY,d09db163-1baa-4db2-b73b-ac7ead63f936,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,ONEYDACB14948800,,2021-08-05 14:00:04.150944,2021-08-05 14:31:07.82707,f,f
234,FFAU1827172,ONEY,c5c4b807-12dd-49a0-9cd2-d905362c3af2,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,ONEYDACB14948800,,2021-08-05 14:00:04.170535,2021-08-05 14:31:15.10645,f,f
236,TLLU5500983,ONEY,63513342-2424-43a8-8a25-4a7c6707192d,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,ONEYDACB14951900,,2021-08-05 14:00:04.230964,2021-08-05 14:31:22.727525,f,f
94,EGHU8259095,EGLV,afe47f6a-13e6-4ad6-9f52-0f1bff9c3fd0,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,EGLV236100304251,,2021-07-30 21:00:04.50596,2021-08-02 22:56:29.025152,t,t
173,TEMU8690490,EGLV,90b39f9e-5a29-4876-adf7-e491ef5d3580,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,EGLV080100444421,,2021-07-30 21:00:05.611841,2021-08-02 22:55:36.302048,f,f
175,EGHU9270437,EGLV,98734eeb-6762-43bd-82a8-287ac9c4db32,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,EGLV080100312053,,2021-07-30 21:00:05.638136,2021-08-02 22:55:39.522939,f,f
177,MAGU5298870,EGLV,2443416d-dfe5-42f4-b716-45688299848f,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,EGLV080100312053,,2021-07-30 21:00:05.655158,2021-08-02 22:55:42.823509,f,f
179,TEMU8539859,EGLV,e9d9f08c-ad1e-4281-b2b9-8b3b0b9d7142,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,EGLV080100444413,,2021-07-30 21:00:05.672878,2021-08-02 22:55:46.155408,f,f
180,TCLU7983692,EGLV,4b6dc500-2879-4290-8fe7-c5dfc09ca261,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,EGLV080100312088,,2021-07-30 21:00:05.68118,2021-08-02 22:55:49.371485,f,f
40,EITU1393499,EGLV,ad334f03-1f6e-46b2-8eea-bc5643ceab77,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,EGLV236100348363,,2021-07-30 01:23:07.269474,2021-08-02 22:55:55.836422,f,f
53,HMCU9004244,EGLV,437f6a69-deed-4156-8fa7-11c10cf789c9,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,EGLV236100245769,,2021-07-30 21:00:03.991285,2021-08-02 22:55:59.090804,f,f
64,EITU1943722,EGLV,d72eb5c3-d1b1-4d55-a5aa-c7640c6296e0,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,EGLV080100369233,,2021-07-30 21:00:04.127471,2021-08-02 22:56:02.465444,f,f
67,TGBU6939049,EGLV,f24b4e6e-95e1-4f99-ac23-f50d7c7d6fde,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,EGLV080100369233,,2021-07-30 21:00:04.152476,2021-08-02 22:56:06.136988,f,f
80,EITU1452349,EGLV,a154ef7a-3b10-460e-b0af-724ee060a9f0,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,EGLV080100312274,,2021-07-30 21:00:04.316017,2021-08-02 22:56:13.756005,f,f
83,EITU9279409,EGLV,e5411008-663f-4559-a4cb-5e178f5c12a1,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,EGLV080100312274,,2021-07-30 21:00:04.341381,2021-08-02 22:56:17.464821,f,f
85,TLLU4097549,EGLV,874d58f9-ba92-4b10-ab6a-0baf988b3483,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,EGLV080100312282,,2021-07-30 21:00:04.38662,2021-08-02 22:56:21.181323,f,f
91,EISU8327073,EGLV,7db33078-3d2e-4771-ba3a-6062fbe41d98,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,EGLV235101455319,,2021-07-30 21:00:04.4758,2021-08-02 22:56:24.938294,f,f
106,EISU8338376,EGLV,45c63fdf-4360-4e6e-903c-7d0719928eb9,f59471f6-a2e5-46f9-9c1c-6d26b71afe64,EGLV082100149779,,2021-07-30 21:00:04.658741,2021-08-02 22:56:32.848702,f,f
